Student_ID,Name,Gender,District,Schooling_Type,Internet_Access,Parental_Education_Level,Scholarship_Status,Extracurricular_Participation,Residence_Type,School_Medium,Education_System,Transport_Mode,Attendance_Percentage,Study_Hours_per_Week,CGPA,Assignment_Average,Quiz_Average,Mid_Marks,Final_Marks,Final_Exam_Status,Submission_Date
729,Mehak Qureshi,Female,Islamabad,Public,Yes,Intermediate,No,Volunteer Work,Urban,Urdu Medium,Cambridge System,Public Transport,66,7,3.88,73.01,74.95,40,69,Fail,2025-11-30
730,Saba Iqbal,Female,Islamabad,Public,Yes,Matric,No,Arts Society,Urban,Urdu Medium,Sindh Board,Walking,81,10,3.17,56.51,56.73,93,87,Pass,2023-04-03
731,Noor Khan,Female,Multan,Home Schooling,No,Matric,Yes,Volunteer Work,Rural,Urdu Medium,Cambridge System,Public Transport,83,19,2.89,74.93,43.48,61,83,Fail,2024-01-31
732,Sana Qureshi,Female,Karachi,Public,No,Bachelors,No,None,Rural,Urdu Medium,Cambridge System,Public Transport,90,18,3.74,87.47,75.98,56,86,Fail,2023-08-18
733,Shayan Butt,Male,Sialkot,Madrasa,Yes,Masters,No,None,Rural,English Medium,Punjab Board,Public Transport,77,18,3.41,54.51,74.66,45,82,Pass,2025-08-12
734,Talha Malik,Male,Multan,Public,No,PhD,No,Arts Society,Rural,English Medium,Cambridge System,Own Vehicle,93,20,3.88,64.31,43.28,62,65,Pass,2023-06-26
735,Mehak Khan,Female,Gujranwala,Public,Yes,Intermediate,No,Multiple Activities,Rural,English Medium,Federal Board,Public Transport,70,19,3.43,91.95,53.59,87,49,Fail,2024-05-24
736,Danish Raza,Male,Peshawar,Home Schooling,Yes,Matric,Yes,Volunteer Work,Rural,English Medium,Sindh Board,Walking,75,9,3.9,85.98,51.89,60,63,Fail,2024-08-10
737,Sana Qureshi,Female,Faisalabad,Home Schooling,Yes,Primary,Yes,Debate Club,Rural,English Medium,Punjab Board,Walking,67,14,3.04,47.25,68.31,56,97,Pass,2023-07-25
738,Sara Raza,Female,Faisalabad,Madrasa,No,PhD,No,Arts Society,Rural,Urdu Medium,Punjab Board,Walking,69,8,2.31,73.15,75.97,52,86,Fail,2023-08-25
739,Adeel Raza,Male,Sialkot,Public,No,Intermediate,No,None,Rural,English Medium,Cambridge System,Own Vehicle,86,13,3.15,54.67,88.79,44,81,Fail,2023-08-11
740,Adeel Sheikh,Male,Faisalabad,Private,No,Intermediate,No,Volunteer Work,Urban,Urdu Medium,Cambridge System,Public Transport,95,5,3.46,51.47,72.44,49,40,Pass,2025-04-24
741,Fatima Khan,Female,Faisalabad,Home Schooling,Yes,PhD,Yes,Arts Society,Urban,English Medium,Federal Board,Own Vehicle,100,30,2.6,76.46,66.23,98,95,Fail,2024-11-29
742,Maryam Malik,Female,Islamabad,Private,No,Masters,No,Volunteer Work,Rural,Urdu Medium,Cambridge System,Own Vehicle,89,29,2.04,56.03,69.91,61,57,Pass,2024-06-21
743,Saad Awan,Male,Peshawar,Private,Yes,Matric,Yes,Sports,Rural,Urdu Medium,Cambridge System,Walking,78,9,3.42,58.37,50.12,68,68,Fail,2023-07-10
744,Ahmed Iqbal,Male,Multan,Home Schooling,No,Uneducated,Yes,Debate Club,Rural,English Medium,Cambridge System,School Bus,97,22,3.6,81.47,79.52,83,45,Fail,2023-06-13
745,Adeel Raza,Male,Gujranwala,Public,Yes,Bachelors,No,None,Urban,Urdu Medium,Cambridge System,Public Transport,95,16,2.46,62.76,52.07,84,43,Pass,2025-01-08
746,Maha Khan,Female,Islamabad,Private,Yes,Masters,Yes,Volunteer Work,Urban,Urdu Medium,Sindh Board,School Bus,81,10,2.51,92.38,53.38,61,62,Pass,2024-11-09
747,Nimra Chaudhry,Female,Karachi,Madrasa,No,Primary,No,Volunteer Work,Urban,English Medium,Punjab Board,Own Vehicle,61,16,3.7,87.07,78.47,42,48,Fail,2024-10-23
748,Saad Awan,Male,Quetta,Public,Yes,Matric,Yes,Debate Club,Urban,English Medium,Federal Board,School Bus,80,15,3.95,72.86,86.9,63,53,Fail,2023-10-31
749,Rehan Shah,Male,Peshawar,Home Schooling,Yes,Uneducated,Yes,Sports,Urban,English Medium,Federal Board,Walking,91,12,2.02,70.23,66.6,93,88,Fail,2025-11-25
750,Nimra Sheikh,Female,Rawalpindi,Home Schooling,Yes,Bachelors,No,Volunteer Work,Urban,Urdu Medium,Federal Board,Own Vehicle,89,20,3.8,70.24,42.58,99,83,Fail,2024-02-28
751,Hassan Sheikh,Male,Karachi,Public,No,Intermediate,No,Arts Society,Urban,Urdu Medium,Punjab Board,School Bus,62,16,2.26,82.1,66.5,70,78,Fail,2023-01-10
752,Usman Shah,Male,Multan,Madrasa,No,Primary,No,Arts Society,Rural,English Medium,Cambridge System,Own Vehicle,58,29,2.14,77.68,64.63,44,42,Pass,2024-09-29
753,Maha Awan,Female,Rawalpindi,Home Schooling,Yes,Masters,Yes,Sports,Urban,English Medium,Sindh Board,Public Transport,97,24,2.16,89.08,60.95,86,44,Pass,2023-09-10
754,Maha Malik,Female,Karachi,Madrasa,No,Bachelors,Yes,Debate Club,Urban,English Medium,Sindh Board,Walking,74,13,3.46,57.17,56.69,67,95,Fail,2023-06-16
755,Fatima Sheikh,Female,Gujranwala,Madrasa,Yes,Intermediate,No,Arts Society,Urban,Urdu Medium,Cambridge System,Public Transport,76,17,2.78,54.37,60.66,71,57,Fail,2024-03-09
756,Usman Malik,Male,Islamabad,Public,No,Bachelors,No,Sports,Urban,Urdu Medium,Sindh Board,School Bus,92,13,3.08,93.17,63.31,72,58,Pass,2025-02-26
757,Ayesha Butt,Female,Multan,Public,Yes,PhD,Yes,Volunteer Work,Urban,English Medium,Federal Board,School Bus,73,21,2.07,74.91,89.96,48,77,Pass,2024-06-09
758,Kamran Butt,Male,Gujranwala,Public,Yes,PhD,Yes,Sports,Urban,English Medium,Punjab Board,School Bus,87,8,2.8,74.18,83.02,50,40,Fail,2023-08-18
759,Nimra Shah,Female,Gujranwala,Public,No,Primary,Yes,Debate Club,Urban,Urdu Medium,Cambridge System,School Bus,93,18,3.15,89.59,50.1,50,45,Pass,2025-07-17
760,Amna Butt,Female,Faisalabad,Madrasa,Yes,Uneducated,No,Multiple Activities,Urban,Urdu Medium,Sindh Board,Walking,97,8,3.86,58.77,42.04,56,51,Pass,2025-08-07
761,Fatima Iqbal,Female,Islamabad,Home Schooling,Yes,Intermediate,Yes,Volunteer Work,Urban,English Medium,Federal Board,Own Vehicle,91,19,3.95,77.94,67.6,58,84,Fail,2024-05-07
762,Bilal Iqbal,Male,Multan,Private,Yes,Masters,Yes,Debate Club,Rural,English Medium,Cambridge System,School Bus,80,29,2.26,63.12,69.37,45,98,Pass,2025-06-22
763,Zain Qureshi,Male,Lahore,Public,No,Uneducated,No,Sports,Rural,English Medium,Cambridge System,Walking,89,2,3.99,85.77,81.74,83,65,Pass,2023-06-05
764,Amna Khan,Female,Rawalpindi,Madrasa,No,Primary,No,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,59,11,2.25,75.52,58.35,86,87,Pass,2023-10-07
765,Rehan Chaudhry,Male,Gujranwala,Madrasa,No,Bachelors,Yes,None,Rural,Urdu Medium,Punjab Board,School Bus,95,4,2.29,54.78,84.07,53,92,Fail,2023-11-20
766,Fatima Sheikh,Female,Faisalabad,Home Schooling,No,Uneducated,Yes,Sports,Urban,English Medium,Federal Board,Public Transport,87,28,2.41,65.8,42.3,81,66,Fail,2023-12-31
767,Maryam Malik,Female,Faisalabad,Home Schooling,No,Uneducated,No,Volunteer Work,Urban,English Medium,Cambridge System,Own Vehicle,85,25,3.69,65.93,81.46,60,69,Pass,2023-12-18
768,Zainab Awan,Female,Islamabad,Home Schooling,Yes,Masters,No,None,Rural,Urdu Medium,Sindh Board,Walking,73,2,3.91,55.53,85.73,95,73,Pass,2023-07-12
769,Iqra Chaudhry,Female,Karachi,Home Schooling,No,Bachelors,No,Arts Society,Urban,English Medium,Cambridge System,Public Transport,99,10,3.9,57.26,72.06,82,97,Fail,2024-11-23
770,Sara Shah,Female,Karachi,Private,No,Bachelors,No,Arts Society,Urban,Urdu Medium,Cambridge System,School Bus,83,7,3.81,63.75,52.0,71,45,Fail,2024-05-31
771,Talha Shah,Male,Multan,Private,No,Bachelors,No,Sports,Rural,Urdu Medium,Cambridge System,Own Vehicle,96,24,3.56,56.75,85.88,79,44,Fail,2023-05-07
772,Zainab Chaudhry,Female,Gujranwala,Madrasa,Yes,Matric,No,Volunteer Work,Urban,English Medium,Punjab Board,School Bus,83,26,3.17,79.76,48.22,51,71,Fail,2023-04-16
773,Mehak Qureshi,Female,Rawalpindi,Public,Yes,Matric,No,None,Rural,English Medium,Sindh Board,School Bus,71,2,3.73,60.03,40.72,93,97,Pass,2023-08-27
774,Ayesha Shah,Female,Multan,Home Schooling,Yes,Matric,No,Debate Club,Rural,Urdu Medium,Punjab Board,Walking,72,2,2.44,54.16,46.26,93,66,Pass,2023-01-05
775,Nimra Chaudhry,Female,Multan,Private,Yes,Intermediate,No,Debate Club,Urban,Urdu Medium,Federal Board,School Bus,99,13,2.64,50.15,74.49,82,43,Fail,2025-03-11
776,Adeel Butt,Male,Quetta,Madrasa,Yes,Bachelors,No,Volunteer Work,Rural,English Medium,Federal Board,Public Transport,62,20,3.53,90.13,85.64,43,91,Pass,2024-11-26
777,Rabia Malik,Female,Quetta,Madrasa,No,Matric,No,None,Rural,Urdu Medium,Cambridge System,School Bus,85,12,2.26,92.93,58.64,50,80,Fail,2025-03-28
778,Iqra Butt,Female,Lahore,Madrasa,Yes,PhD,No,Debate Club,Urban,Urdu Medium,Punjab Board,Own Vehicle,99,19,3.31,61.86,56.17,66,46,Fail,2025-07-18
779,Zeeshan Malik,Male,Islamabad,Public,Yes,Masters,No,Debate Club,Rural,Urdu Medium,Punjab Board,Public Transport,64,12,3.89,51.8,51.62,76,57,Fail,2023-01-08
780,Bushra Sheikh,Female,Lahore,Private,Yes,Bachelors,Yes,Multiple Activities,Rural,Urdu Medium,Cambridge System,Public Transport,67,12,3.98,53.68,47.32,43,100,Fail,2025-04-02
781,Zainab Khan,Female,Peshawar,Private,Yes,PhD,Yes,Sports,Urban,Urdu Medium,Federal Board,Public Transport,57,18,2.38,78.42,77.3,87,89,Fail,2024-11-22
782,Laiba Awan,Female,Faisalabad,Home Schooling,Yes,Masters,Yes,Sports,Urban,English Medium,Punjab Board,Walking,70,3,2.98,51.35,62.5,43,76,Fail,2023-03-12
783,Zain Shah,Male,Sialkot,Public,Yes,Masters,No,Arts Society,Rural,English Medium,Sindh Board,Walking,92,2,2.01,51.61,48.03,93,46,Pass,2025-07-27
784,Ahmed Qureshi,Male,Lahore,Home Schooling,Yes,Primary,No,Sports,Rural,English Medium,Cambridge System,Own Vehicle,59,7,2.13,85.01,87.02,75,61,Fail,2025-09-07
785,Bilal Malik,Male,Lahore,Private,No,Uneducated,Yes,Debate Club,Urban,Urdu Medium,Sindh Board,Walking,86,3,2.99,77.29,44.45,73,72,Pass,2024-08-31
786,Zeeshan Butt,Male,Lahore,Private,No,Uneducated,Yes,Multiple Activities,Urban,English Medium,Federal Board,Walking,92,26,2.34,94.62,64.08,87,98,Pass,2025-09-19
787,Kamran Butt,Male,Rawalpindi,Public,Yes,Matric,No,Multiple Activities,Rural,Urdu Medium,Federal Board,Walking,75,29,2.15,74.23,78.27,67,50,Fail,2023-10-06
788,Sana Iqbal,Female,Lahore,Public,No,Uneducated,Yes,Debate Club,Urban,Urdu Medium,Federal Board,School Bus,97,19,3.51,77.78,65.97,73,80,Pass,2023-07-18
789,Saad Malik,Male,Karachi,Private,Yes,Bachelors,No,Arts Society,Urban,English Medium,Sindh Board,School Bus,57,4,2.9,65.19,64.49,97,59,Pass,2025-04-09
790,Alina Malik,Female,Islamabad,Home Schooling,Yes,Primary,No,Sports,Rural,English Medium,Federal Board,School Bus,79,13,3.3,82.01,86.53,83,74,Pass,2023-03-21
791,Laiba Qureshi,Female,Sialkot,Public,Yes,Primary,No,Arts Society,Urban,English Medium,Federal Board,Walking,76,18,3.9,61.52,54.63,54,41,Fail,2025-10-31
792,Mehak Iqbal,Female,Multan,Home Schooling,No,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Cambridge System,School Bus,80,24,3.96,93.51,77.99,96,53,Fail,2024-06-28
793,Ayesha Raza,Female,Quetta,Private,Yes,Primary,Yes,None,Rural,English Medium,Cambridge System,School Bus,91,30,2.02,80.45,73.88,57,46,Fail,2023-08-14
794,Sana Iqbal,Female,Rawalpindi,Private,No,Intermediate,No,Multiple Activities,Rural,English Medium,Punjab Board,Own Vehicle,86,6,3.82,47.18,52.83,71,86,Pass,2024-04-06
795,Mehak Malik,Female,Multan,Home Schooling,No,Primary,No,Volunteer Work,Urban,English Medium,Cambridge System,Own Vehicle,69,21,2.22,57.31,40.52,56,90,Fail,2023-09-01
796,Mehak Awan,Female,Islamabad,Public,No,Intermediate,Yes,Volunteer Work,Rural,Urdu Medium,Cambridge System,Public Transport,85,7,3.04,76.71,55.98,69,90,Fail,2023-08-30
797,Iqra Awan,Female,Multan,Home Schooling,No,Bachelors,No,Volunteer Work,Rural,English Medium,Sindh Board,Public Transport,60,11,2.1,74.18,65.77,90,68,Pass,2023-07-14
798,Hira Malik,Female,Multan,Public,No,Matric,No,Arts Society,Rural,English Medium,Federal Board,Walking,61,3,3.49,91.44,76.86,41,66,Fail,2023-12-04
799,Adeel Sheikh,Male,Gujranwala,Madrasa,No,Bachelors,No,Arts Society,Rural,Urdu Medium,Sindh Board,School Bus,65,22,3.38,88.79,75.57,87,82,Pass,2025-10-08
800,Kamran Sheikh,Male,Quetta,Private,No,Bachelors,Yes,None,Rural,Urdu Medium,Punjab Board,Walking,59,24,2.68,77.41,86.07,72,75,Fail,2025-08-29
801,Saad Malik,Male,Lahore,Public,No,Matric,Yes,Multiple Activities,Urban,Urdu Medium,Punjab Board,School Bus,73,27,3.56,78.05,50.06,93,87,Fail,2024-08-07
802,Maryam Shah,Female,Karachi,Private,No,Uneducated,Yes,Arts Society,Rural,English Medium,Punjab Board,School Bus,58,4,3.99,77.76,48.81,80,100,Pass,2025-07-24
803,Nimra Qureshi,Female,Rawalpindi,Home Schooling,Yes,Intermediate,Yes,Arts Society,Urban,English Medium,Cambridge System,Walking,83,21,2.63,92.38,57.45,77,62,Pass,2023-08-21
804,Sana Sheikh,Female,Faisalabad,Home Schooling,No,Intermediate,No,Debate Club,Rural,English Medium,Cambridge System,Own Vehicle,68,22,3.01,61.58,45.12,57,78,Pass,2023-02-10
805,Danish Sheikh,Male,Quetta,Private,Yes,PhD,No,Sports,Rural,Urdu Medium,Cambridge System,Walking,96,23,3.53,67.47,77.04,98,70,Pass,2025-10-29
806,Shayan Chaudhry,Male,Quetta,Private,No,Primary,Yes,Volunteer Work,Urban,Urdu Medium,Punjab Board,Own Vehicle,90,11,3.49,53.13,83.64,60,73,Fail,2023-11-10
807,Danish Khan,Male,Peshawar,Madrasa,Yes,Bachelors,Yes,Arts Society,Rural,Urdu Medium,Cambridge System,Walking,99,5,2.77,86.91,55.95,49,80,Pass,2024-06-23
808,Adeel Qureshi,Male,Karachi,Home Schooling,Yes,Matric,No,Sports,Urban,Urdu Medium,Federal Board,Public Transport,92,13,2.36,87.92,56.31,75,83,Pass,2024-12-22
809,Ahmed Qureshi,Male,Peshawar,Home Schooling,No,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Punjab Board,Own Vehicle,60,4,2.46,78.9,73.75,80,100,Pass,2025-05-27
810,Alina Chaudhry,Female,Peshawar,Private,No,Bachelors,No,Multiple Activities,Rural,Urdu Medium,Punjab Board,Public Transport,90,29,2.52,48.07,43.44,51,43,Fail,2025-08-05
811,Bushra Iqbal,Female,Quetta,Private,Yes,PhD,Yes,None,Urban,English Medium,Sindh Board,Walking,85,17,2.29,56.9,74.56,56,95,Pass,2025-11-29
812,Kamran Iqbal,Male,Gujranwala,Madrasa,Yes,Bachelors,Yes,Sports,Urban,Urdu Medium,Sindh Board,School Bus,89,29,2.26,68.62,52.34,86,98,Pass,2023-11-11
813,Danish Khan,Male,Islamabad,Private,Yes,Bachelors,Yes,Multiple Activities,Urban,English Medium,Sindh Board,School Bus,74,4,2.52,54.31,40.71,59,55,Fail,2024-08-29
814,Kamran Iqbal,Male,Karachi,Public,Yes,Masters,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,Walking,72,25,2.0,76.18,79.51,91,100,Fail,2023-09-20
815,Sana Awan,Female,Peshawar,Public,Yes,Matric,Yes,Debate Club,Urban,English Medium,Cambridge System,School Bus,80,24,2.66,47.86,81.41,57,96,Fail,2025-10-27
816,Bilal Khan,Male,Quetta,Home Schooling,No,Intermediate,No,None,Rural,Urdu Medium,Federal Board,Own Vehicle,93,24,2.43,56.28,84.5,73,43,Fail,2025-11-08
817,Sana Butt,Female,Karachi,Public,No,Intermediate,No,Debate Club,Urban,Urdu Medium,Sindh Board,School Bus,96,6,3.39,53.19,86.45,98,99,Fail,2025-07-09
818,Shayan Qureshi,Male,Rawalpindi,Public,No,PhD,Yes,Sports,Rural,English Medium,Sindh Board,School Bus,98,24,3.7,91.98,73.45,49,76,Fail,2025-01-14
819,Hassan Shah,Male,Multan,Public,No,Uneducated,Yes,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,97,25,2.16,71.47,41.18,77,95,Fail,2024-06-14
820,Farhan Awan,Male,Multan,Madrasa,Yes,Primary,No,Debate Club,Urban,Urdu Medium,Cambridge System,School Bus,80,6,3.04,74.01,42.42,60,89,Pass,2023-08-13
821,Saad Khan,Male,Sialkot,Private,Yes,Primary,Yes,None,Urban,Urdu Medium,Cambridge System,Own Vehicle,86,10,3.33,89.1,76.87,63,52,Pass,2024-08-16
822,Danish Khan,Male,Lahore,Private,Yes,PhD,No,Debate Club,Urban,English Medium,Punjab Board,Public Transport,93,13,2.9,56.46,81.73,83,43,Pass,2023-09-03
823,Nimra Malik,Female,Peshawar,Madrasa,No,PhD,No,Arts Society,Rural,Urdu Medium,Cambridge System,Public Transport,62,19,3.83,85.47,41.22,84,99,Fail,2023-08-22
824,Sana Chaudhry,Female,Faisalabad,Home Schooling,Yes,Masters,No,Volunteer Work,Urban,English Medium,Cambridge System,Walking,100,25,3.11,66.79,64.31,47,44,Pass,2023-09-21
825,Hira Qureshi,Female,Lahore,Madrasa,Yes,Uneducated,Yes,Volunteer Work,Rural,English Medium,Punjab Board,Own Vehicle,100,3,2.68,56.3,68.22,92,85,Pass,2023-03-16
826,Usman Khan,Male,Lahore,Madrasa,No,Matric,Yes,Multiple Activities,Urban,English Medium,Sindh Board,Own Vehicle,59,23,3.56,92.71,80.87,48,84,Pass,2025-03-29
827,Zeeshan Qureshi,Male,Multan,Public,Yes,Intermediate,Yes,Multiple Activities,Rural,English Medium,Punjab Board,Public Transport,71,16,2.47,45.48,68.46,84,80,Fail,2024-05-12
828,Taha Malik,Male,Sialkot,Home Schooling,Yes,Intermediate,Yes,Volunteer Work,Urban,Urdu Medium,Sindh Board,Walking,97,10,3.98,89.08,41.41,100,94,Fail,2023-04-19
829,Kiran Sheikh,Female,Rawalpindi,Public,Yes,Uneducated,Yes,Debate Club,Urban,English Medium,Punjab Board,Walking,90,5,2.32,59.25,84.57,75,56,Pass,2023-08-20
830,Sana Qureshi,Female,Lahore,Private,No,Intermediate,No,Sports,Urban,Urdu Medium,Sindh Board,Own Vehicle,89,20,3.02,93.72,77.58,83,64,Fail,2024-12-19
831,Shayan Shah,Male,Islamabad,Public,No,Masters,Yes,Arts Society,Rural,Urdu Medium,Punjab Board,Public Transport,75,22,3.33,68.93,81.25,93,40,Fail,2023-12-21
832,Zeeshan Khan,Male,Gujranwala,Public,No,PhD,No,Volunteer Work,Urban,English Medium,Sindh Board,School Bus,63,26,2.25,47.39,83.8,64,45,Pass,2025-01-09
833,Hamza Raza,Male,Lahore,Home Schooling,Yes,Masters,No,Volunteer Work,Rural,Urdu Medium,Federal Board,School Bus,77,19,2.53,91.78,66.32,65,65,Pass,2023-11-14
834,Ahmed Butt,Male,Gujranwala,Private,No,Masters,Yes,Sports,Urban,Urdu Medium,Sindh Board,Public Transport,76,8,3.78,74.33,44.11,88,70,Pass,2024-05-14
835,Ayesha Sheikh,Female,Gujranwala,Public,Yes,Uneducated,Yes,Debate Club,Rural,English Medium,Cambridge System,Own Vehicle,75,3,2.4,81.19,74.1,68,72,Fail,2024-05-18
836,Hira Chaudhry,Female,Multan,Public,Yes,PhD,No,Debate Club,Urban,Urdu Medium,Sindh Board,Public Transport,72,17,3.21,81.41,67.97,79,83,Pass,2024-01-19
837,Zain Awan,Male,Sialkot,Madrasa,Yes,Matric,No,Multiple Activities,Rural,English Medium,Cambridge System,Public Transport,61,14,3.7,84.17,87.9,57,81,Pass,2025-11-12
838,Iqra Khan,Female,Multan,Home Schooling,No,PhD,No,Volunteer Work,Rural,Urdu Medium,Cambridge System,Public Transport,74,2,2.87,51.73,78.6,40,63,Fail,2023-05-10
839,Talha Butt,Male,Sialkot,Private,No,PhD,Yes,Volunteer Work,Urban,Urdu Medium,Cambridge System,School Bus,61,19,3.77,94.79,71.13,54,98,Fail,2024-11-23
840,Ali Khan,Male,Gujranwala,Public,No,Bachelors,No,Debate Club,Rural,Urdu Medium,Cambridge System,School Bus,63,16,3.74,86.62,56.74,91,68,Pass,2025-08-08
841,Bilal Butt,Male,Multan,Madrasa,No,Bachelors,No,Sports,Rural,Urdu Medium,Cambridge System,Own Vehicle,100,5,2.95,65.76,80.72,81,60,Pass,2023-03-24
842,Zain Khan,Male,Faisalabad,Madrasa,No,Matric,Yes,Arts Society,Rural,English Medium,Cambridge System,Public Transport,57,17,2.73,67.78,65.24,87,81,Fail,2023-08-10
843,Danish Raza,Male,Gujranwala,Public,Yes,PhD,No,Debate Club,Urban,English Medium,Sindh Board,Public Transport,76,13,2.61,69.86,84.92,78,57,Pass,2024-10-04
844,Saba Khan,Female,Peshawar,Madrasa,Yes,Intermediate,No,Sports,Rural,Urdu Medium,Sindh Board,Public Transport,84,21,3.18,85.12,41.45,42,42,Fail,2025-06-22
845,Taha Khan,Male,Faisalabad,Public,Yes,PhD,No,Debate Club,Rural,English Medium,Sindh Board,Public Transport,61,4,2.55,48.07,76.61,67,88,Fail,2025-10-22
846,Mehak Awan,Female,Peshawar,Madrasa,Yes,Bachelors,No,Multiple Activities,Urban,English Medium,Cambridge System,Public Transport,84,15,2.28,54.11,71.54,72,44,Fail,2023-12-24
847,Maryam Raza,Female,Faisalabad,Private,Yes,Masters,No,Volunteer Work,Rural,English Medium,Sindh Board,Own Vehicle,83,4,3.82,76.18,57.19,83,45,Pass,2025-09-03
848,Kamran Malik,Male,Rawalpindi,Public,No,Matric,Yes,Multiple Activities,Rural,English Medium,Federal Board,Own Vehicle,77,5,2.86,73.14,88.9,56,88,Pass,2024-07-26
849,Omer Sheikh,Male,Multan,Private,No,Masters,No,Volunteer Work,Urban,Urdu Medium,Cambridge System,Walking,97,21,2.81,87.52,74.71,82,85,Pass,2023-05-23
850,Iqra Butt,Female,Rawalpindi,Private,No,Primary,No,Multiple Activities,Urban,Urdu Medium,Federal Board,Public Transport,68,9,2.46,54.91,54.15,73,53,Pass,2024-01-03
851,Adnan Chaudhry,Male,Islamabad,Home Schooling,No,Bachelors,No,None,Urban,Urdu Medium,Cambridge System,Public Transport,58,20,2.54,84.5,45.24,61,75,Pass,2023-10-13
852,Saad Raza,Male,Lahore,Private,No,Intermediate,No,Sports,Urban,English Medium,Punjab Board,School Bus,58,4,3.91,91.41,46.09,42,63,Fail,2025-11-15
853,Nimra Sheikh,Female,Gujranwala,Public,No,Matric,No,Sports,Urban,Urdu Medium,Sindh Board,School Bus,57,24,2.78,59.1,43.08,100,100,Fail,2023-03-21
854,Adnan Raza,Male,Rawalpindi,Private,Yes,Bachelors,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,Public Transport,57,17,2.19,70.02,77.54,88,59,Fail,2025-02-08
855,Sara Raza,Female,Gujranwala,Madrasa,No,Primary,Yes,Sports,Urban,Urdu Medium,Punjab Board,Walking,77,16,3.97,70.71,40.79,63,92,Fail,2025-11-09
856,Danish Chaudhry,Male,Islamabad,Public,No,Bachelors,No,Volunteer Work,Urban,Urdu Medium,Punjab Board,Walking,77,26,3.16,78.92,68.15,99,82,Fail,2024-10-04
857,Rehan Khan,Male,Rawalpindi,Home Schooling,No,Intermediate,No,None,Urban,Urdu Medium,Sindh Board,Own Vehicle,63,13,2.75,59.59,77.3,48,55,Fail,2023-07-24
858,Talha Sheikh,Male,Islamabad,Public,Yes,PhD,No,None,Urban,English Medium,Cambridge System,Own Vehicle,68,30,3.66,45.87,84.45,77,42,Fail,2023-05-27
859,Omer Awan,Male,Gujranwala,Madrasa,Yes,Intermediate,No,Arts Society,Rural,Urdu Medium,Sindh Board,Public Transport,89,15,2.18,48.6,52.35,97,59,Fail,2023-05-18
860,Noor Butt,Female,Gujranwala,Home Schooling,No,Intermediate,Yes,Arts Society,Urban,English Medium,Punjab Board,School Bus,84,28,3.79,72.17,89.79,96,67,Fail,2023-12-08
861,Ayesha Qureshi,Female,Gujranwala,Public,No,PhD,Yes,Debate Club,Urban,English Medium,Punjab Board,Walking,90,6,2.7,66.37,71.65,55,94,Pass,2024-05-28
862,Hassan Sheikh,Male,Peshawar,Private,Yes,Uneducated,Yes,Sports,Rural,Urdu Medium,Punjab Board,Public Transport,78,19,2.8,53.03,68.8,96,86,Fail,2024-08-29
863,Sana Iqbal,Female,Multan,Home Schooling,No,Masters,No,Arts Society,Urban,Urdu Medium,Federal Board,Own Vehicle,56,16,3.55,83.87,46.87,47,88,Fail,2023-06-30
864,Nimra Khan,Female,Islamabad,Home Schooling,No,Uneducated,Yes,Volunteer Work,Urban,Urdu Medium,Federal Board,School Bus,83,20,2.44,85.4,40.11,69,69,Fail,2023-07-11
865,Kamran Butt,Male,Rawalpindi,Madrasa,Yes,Uneducated,No,Volunteer Work,Rural,Urdu Medium,Federal Board,Public Transport,73,11,3.84,51.27,71.26,45,68,Fail,2024-09-18
866,Hassan Raza,Male,Lahore,Public,No,Uneducated,Yes,Arts Society,Urban,English Medium,Sindh Board,Own Vehicle,65,28,2.84,91.49,59.56,97,66,Pass,2024-10-16
867,Rehan Malik,Male,Gujranwala,Madrasa,Yes,Uneducated,Yes,None,Rural,English Medium,Sindh Board,School Bus,83,11,2.5,92.58,42.54,67,98,Fail,2023-11-13
868,Saba Butt,Female,Lahore,Madrasa,No,Masters,No,Sports,Rural,Urdu Medium,Sindh Board,School Bus,64,7,3.55,91.69,76.15,55,65,Fail,2023-04-04
869,Sana Awan,Female,Islamabad,Home Schooling,Yes,Bachelors,Yes,Volunteer Work,Rural,English Medium,Federal Board,Own Vehicle,90,24,3.51,93.1,49.04,64,41,Fail,2024-12-12
870,Rabia Awan,Female,Rawalpindi,Private,No,Matric,No,Arts Society,Urban,Urdu Medium,Sindh Board,Own Vehicle,86,7,3.91,46.78,45.53,95,82,Fail,2023-11-29
871,Adnan Malik,Male,Quetta,Public,No,Bachelors,Yes,Sports,Urban,English Medium,Sindh Board,Public Transport,68,23,3.55,72.9,50.86,56,49,Fail,2024-10-01
872,Laiba Butt,Female,Sialkot,Home Schooling,Yes,Primary,Yes,Sports,Urban,Urdu Medium,Sindh Board,School Bus,91,23,3.78,51.12,64.03,60,44,Pass,2023-01-14
873,Hira Raza,Female,Sialkot,Private,No,Intermediate,No,Sports,Rural,English Medium,Punjab Board,Walking,97,3,2.91,69.39,88.46,71,78,Fail,2023-02-10
874,Taha Qureshi,Male,Faisalabad,Private,Yes,PhD,No,Sports,Urban,English Medium,Punjab Board,Walking,89,24,3.29,45.88,78.45,96,79,Pass,2024-08-25
